,userid,post,ques,ans,asker,ans1,severity1,bully1,ans2,severity2,bully2,ans3,severity3,bully3,decision
64,moonbeemashlee,Q: i swear to fucking god bitch. i hate you so much. you think you can add people and just talk shit on there pages? haha  naaa. yuuu must got us fucked up. im going to hunt your ass down and beat the shit out of youu with my own to hands. kbitchhhh?<br>A: lame ass joke you can't do shit,i swear to fucking god bitch. i hate you so much. you think you can add people and just talk shit on there pages? haha  naaa. yuuu must got us fucked up. im going to hunt your ass down and beat the shit out of youu with my own to hands. kbitchhhh?, lame ass joke you can't do shit,None,Yes,10,""""""" swear to fucking god bitch""""""",Yes,10,"""Q: i swear to fucking god bitch. i hate you so much. you think you can add people and just talk shit on there pages? haha, naaa. yuuu must got us fucked up. im going to hunt your ass down and beat the shit out of youu with my own to hands. kbitchhhh? A: lame ass joke you can't do shit""",Yes,10,"""i swear to fucking god bitch, i hate you so much, im going to hunt your ass down and beat the shit out of youu with my own to hands.""", lame ass joke you can't do shit
65,moonbeemashlee,Q: I&#039;m not a creepy stalker. Just everyone fucking hates you so everyone knows what you fucking do. You remind me of Harmony Flashpink but uglier and alittle more pathetic. Everyone knows you fake yourself and other girls  and you want attention. Dumbfuck.<br>A: i dont fake myself,I&#;m not a creepy stalker. Just everyone fucking hates you so everyone knows what you fucking do. You remind me of Harmony Flashpink but uglier and alittle more pathetic. Everyone knows you fake yourself and other girls  and you want attention. Dumbfuck., i dont fake myself,None,Yes,8,"""I'm not a creepy stalker. Just everyone fucking hates you so everyone knows what you fucking do. You remind me of Harmony Flashpink but uglier and alittle more pathetic. Everyone knows you fake yourself and other girls, and you want attention. Dumbfuck.""",Yes,8,"""Q says everyone hates A, uses lots of curse works, calls A ugly fake & pathetic. Calls A dumbfuck A, apparently, called Q a creepy stalker.""",Yes,10,"""""""everyone fucking hates you"""" """"everyone knows what you fucking do"""" """"You remind me of Harmony Flashpink but uglier and a little more pathetic"""" """"Everyone knows your face yourself"""" """"You want attention"""" """"Dumbfuck""""""", i dont fake myself
66,moonbeemashlee,Q: i&#039;m not fake (:r sorry.<br>A: liar,i&#;m not fake (:r sorry., liar,ohhotdamnjulie,Yes,1,I'm not fake,Yes,2,liar,Yes,1,liar, liar
67,moonbeemashlee,Q: If Your Going To Be Rude &amp; Give Smart Ass Answers; We Will Unfollow You. :]<br>A: okay,If Your Going To Be Rude &amp; Give Smart Ass Answers; We Will Unfollow You. :], okay,SpamQueens,Yes,3,"""""""If Your Going To Be Rude & Give Smart Ass Answers; We Will Unfollow You. :]""""""",Yes,3,If Your Going To Be Rude & Give Smart Ass Answers,No,0,, okay
68,moonbeemashlee,Q: im a big fan of betty and u is ugler than her so fuck up bitch u ugly shit head<br>A: oh wow should i care,im a big fan of betty and u is ugler than her so fuck up bitch u ugly shit head, oh wow should i care,None,Yes,8,"""""""im a big fan of betty and u is ugler than her so fuck up bitch,u ugly shit head""""""",Yes,10,"""so fuck up bitch,u ugly shit head""",Yes,9,lots of curse words and hurtful terms in question., oh wow should i care
69,moonbeemashlee,Q: Learn how to spell? Learn how to tell apart a typo from a spelling error.   And learn how to be a proper fake.<br>A: you learn to keep your damn mouth shut,Learn how to spell? Learn how to tell apart a typo from a spelling error.   And learn how to be a proper fake., you learn to keep your damn mouth shut,Jessikuh,Yes,4,Q: ... learn how to be a proper fake A: you learn to keep your damn mouth shut,Yes,3,"""fake, damn mouth shut""",Yes,4,keep your damn mouth shut, you learn to keep your damn mouth shut
70,moonbeemashlee,Q: LMFAO  you&#039;re fucking creepy &amp; must have no friends nor life  if you have to create muliple formsprings of yourself  saying theyre fakes. Quit thinking everyone wants to be you  &amp; they copy you. No one would fake you. I&#039;m sorry your such a pathetic poser.<br>A: your the one who is creepy stalker,LMFAO  you&#;re fucking creepy &amp; must have no friends nor life  if you have to create muliple formsprings of yourself  saying theyre fakes. Quit thinking everyone wants to be you  &amp; they copy you. No one would fake you. I&#;m sorry your such a pathetic poser., your the one who is creepy stalker,None,Yes,5,"""LMFAO, you're fucking creepy & must have no friends nor life, if you have to create muliple formsprings of yourself, saying theyre fakes. Quit thinking everyone wants to be you, & they copy you. No one would fake you. I'm sorry your such a pathetic poser.""",Yes,10,""", you're fucking creepy & must have no friends nor life,""",Yes,6,"""you're fucking creepy, your such a pathetic poser""", your the one who is creepy stalker
71,moonbeemashlee,Q: no body likes yuuuuuuu!<br>A: like I care,no body likes yuuuuuuu!, like I care,None,Yes,1,nobody likes you,Yes,1,"""""""no body likes yuuuuuuu""""""",Yes,6,no body likes yuu, like I care
72,moonbeemashlee,Q: No honestly your really immature :)<br>A: your the one,No honestly your really immature :), your the one,Summerryy,Yes,1,your really immature,Yes,2,your really immature,Yes,1,your really immature, your the one
73,moonbeemashlee,Q: Nope. I actually have a life. *COUGHCOUGH* unlike you  the lonely pathetic ugly lowlife man/woman who&#039;s life events are: staying on formspring creating fakes and starting shit. Seriously  I&#039;m not the bitch  you are. END OF STORY. KCOOLBYE.<br>A: i have a life show your face Anonymous,Nope. I actually have a life. *COUGHCOUGH* unlike you  the lonely pathetic ugly lowlife man/woman who&#;s life events are: staying on formspring creating fakes and starting shit. Seriously  I&#;m not the bitch  you are. END OF STORY. KCOOLBYE., i have a life show your face Anonymous,courtneyruiz,Yes,None,"""Q: Nope. I actually have a life. *COUGHCOUGH* unlike you, the lonely pathetic ugly lowlife man/woman who's life events are: staying on formspring creating fakes and starting shit. Seriously, I'm not the bitch, you are. END OF STORY. KCOOLBYE. A: i have a life show your face Anonymous""",Yes,6,"""I actually have a life. unlike you, the lonely pathetic ugly lowlife man/woman who's life events are: staying on formspring creating fakes and starting shit. I'm not the bitch, you are.""",Yes,10,lonely pathetic ugly lowlife man/woman who's life events are: staying on formspring creating fakes and starting shit., i have a life show your face Anonymous
74,moonbeemashlee,Q: obese<br>A: not close to obese,obese, not close to obese,None,Yes,2,obese,No,0,,No,0,, not close to obese
75,moonbeemashlee,Q: oh god not you again.<br>A: same here,oh god not you again., same here,None,Yes,1,oh god not you again.,No,0,,Yes,1,not you again, same here
76,moonbeemashlee,Q: ohh look the girl who fakes herself....<br>A: I only faked myself once!,ohh look the girl who fakes herself...., I only faked myself once!,XxXDesireeXxX,Yes,1,the girl who fakes herself,Yes,4,"""""""ohh look the girl who fakes herself....""""""",Yes,6,I think this is referring to fake suicide threats maybe., I only faked myself once!
77,moonbeemashlee,Q: Ok bitch.. wanna get started on me ?.. Ok one faggot is an over used term that people try to use on me to get me to feel bad.. two.your nothing but alowlife bitch who gets the kicks out of starting shit with people don&#039;t comestarting shit on my formspring<br>A: well i want to bitch,Ok bitch.. wanna get started on me ?.. Ok one faggot is an over used term that people try to use on me to get me to feel bad.. two.your nothing but alowlife bitch who gets the kicks out of starting shit with people don&#;t comestarting shit on my formspring, well i want to bitch,JeromeMacabre,Yes,6,Ok bitch.. wanna get started on me ?.. Ok one faggot is an over used term that people try to use on me to get me to feel bad.. two.your nothing but alowlife bitch who gets the kicks out of starting shit with people don't comestarting shit on my formspring,Yes,8,"""bitch, wanna get started on me, faggot, your nothing but alowlife bitch""",No,None,, well i want to bitch
78,moonbeemashlee,Q: Okae then bitch you dont got any quick comebacks now do you you fucking FAKE!!!/<br>A: wow pathetic much?,Okae then bitch you dont got any quick comebacks now do you you fucking FAKE!!!/, wow pathetic much?,JeromeMacabre,Yes,5,Okae then bitch you dont got any quick comebacks now do you you fucking FAKE!!!,Yes,4,Okae then bitch you dont got any quick comebacks now do you you fucking FAKE!!!/,Yes,9,"""""""bitch"""" """"you fucking FAKE"""" an accusatory, hurtful tone""", wow pathetic much?
79,moonbeemashlee,Q: SLUT LEAVE BETTY ALONE CUNT FACE<br>A: she is the slut,SLUT LEAVE BETTY ALONE CUNT FACE, she is the slut,None,Yes,1,Q: SLUT LEAVE BETTY ALONE CUNT FACE A: she is the slut,Yes,7,slut leave betty alone cunt face she is the slut,No,10,SLUT LEAVE BETTY ALONE CUNT FACE, she is the slut
80,moonbeemashlee,Q: stay off of my formspring? I don&#039;t even know who you are..<br>A: why should I,stay off of my formspring? I don&#;t even know who you are.., why should I,shaniqua,Yes,1,stay off my formspring,No,0,,Yes,2,stay off of my formspring? I don't even know who you are.. A: why should I, why should I
81,moonbeemashlee,Q: STFU YOU HOE. you piece of shiit.<br>A: wow i feel insulted,STFU YOU HOE. you piece of shiit., wow i feel insulted,None,Yes,9,"""""""STFU YOU HOE"""" """"you piece of shiit""""""",Yes,5,STFU you hoe. You piece of shit,Yes,10,"""""""STFU YOU HOE. you piece of shiit.""""""", wow i feel insulted
82,moonbeemashlee,Q: stop annoying betty btw. you&#039;re  a really sad little girl/boy . You think ur all grown up now using big words . stupid child  living a fake life behind a damn keyboard and a screen. how more pathetic can you be ?<br>A: girl I'm not fake hun,stop annoying betty btw. you&#;re  a really sad little girl/boy . You think ur all grown up now using big words . stupid child  living a fake life behind a damn keyboard and a screen. how more pathetic can you be ?, girl I'm not fake hun,None,Yes,6,stop annoying betty btw. you're a really sad little girl/boy . You think ur all grown up now using big words . stupid child living a fake life behind a damn keyboard and a screen. how more pathetic can you be ?,Yes,2,you're a really sad little girl/boy. how more pathetic can you be?,No,3,"""""""you're a really sad little girl/boy"""", """"stupid child living a fake life"""", and """"how more pathetic can you be?""""""", girl I'm not fake hun
83,moonbeemashlee,Q: stop leaving stuff like &quot;fake&quot; on your own formsrping. dead give away dumbass. SUCK A CUNT<br>A: what are you talking about?,stop leaving stuff like fake on your own formsrping. dead give away dumbass. SUCK A CUNT, what are you talking about?,None,Yes,1,dead give away dumbass. SUCK A CUNT,Yes,8,"""fake, dumbass, """"suck a cunt""""""",Yes,8,SUCK A CUNT, what are you talking about?
84,moonbeemashlee,Q: Stop making fakes of yourself. You are ugly as fuck. You&#039;re not actually 16 bitch. And you&#039;re deff not a cyrus. Get a mother fucking life  cunt.<br>A: I don't make fakes of myself person so get your fakes straight js,Stop making fakes of yourself. You are ugly as fuck. You&#;re not actually  bitch. And you&#;re deff not a cyrus. Get a mother fucking life  cunt., I don't make fakes of myself person so get your fakes straight js,None,Yes,7,"""Stop making fakes of yourself. You are ugly as fuck. You're not actually 16 bitch. And you're deff not a cyrus. Get a mother fucking life, cunt.""",Yes,6,"""You are ugly as fuck. bitch. Get a mother fucking life, cunt.""",Yes,10,"""ugly as fuck, Get a mother fucking life, cunt, fakes, bitch""", I don't make fakes of myself person so get your fakes straight js
85,moonbeemashlee,Q: sure  but you must spamr http://www.formspring.me/ddox3r &amp;r http://www.formspring.me/juliex2r or we wont continue spamming your (:<br>A: okay sure will,sure  but you must spamr http://www.formspring.me/ddoxr &amp;r http://www.formspring.me/juliexr or we wont continue spamming your (:, okay sure will,SpamQueens,Yes,2,you must be a spammer,No,0,,No,None,None, okay sure will
86,moonbeemashlee,Q: u know u care that betty is way better looking than u<br>A: she is fugly,u know u care that betty is way better looking than u, she is fugly,None,Yes,4,fugly,Yes,6,"""""""better looking"""" and """"fugly""""""",Yes,1,Q: u know u care that betty is way better looking than u A: she is fugly, she is fugly
87,moonbeemashlee,Q: Ugly piece of shit<br>A: stop talking about yourself.,Ugly piece of shit, stop talking about yourself.,None,Yes,8,Ugly piece of shit,Yes,1,Ugly piece of shit,Yes,4,Ugly piece of shit, stop talking about yourself.
88,moonbeemashlee,Q: ugly.<br>A: i know you are,ugly., i know you are,None,Yes,3,ugly. i know you are.,Yes,0,ugly,Yes,6,ugly is a hurtful term. answer implies the questioner is ugly., i know you are
89,moonbeemashlee,Q: Uhm you did  right down there vvvvvvv. You&#039;re the &#039;dumbfuck&#039;.  Stop starting shit with everyone  kcoolbye.<br>A: bitch your the one who is copying me,Uhm you did  right down there vvvvvvv. You&#;re the &#;dumbfuck&#;.  Stop starting shit with everyone  kcoolbye., bitch your the one who is copying me,courtneyruiz,Yes,9,You're the 'dumbfuck'. Stop starting shit...bitch,Yes,9,"""dumbfuck, shit, bitch""",Yes,7,"""""""you're the dumbfuck"""", """"bitch""""""", bitch your the one who is copying me
90,moonbeemashlee,Q: Ur face is nasty<br>A: yep,Ur face is nasty, yep,None,Yes,2,"""The questioner was insulting the other poster by calling their face """"nasty.""""""",Yes,2,Face nasty,No,4,, yep
91,moonbeemashlee,Q: what am i going to do? hahaha  what am i going to do? haha  what im going to do is get some bitchess to kick the living shit out of your ugly fake wanna be bitch made ass.<br>A: yea right don't make me laugh,what am i going to do? hahaha  what am i going to do? haha  what im going to do is get some bitchess to kick the living shit out of your ugly fake wanna be bitch made ass., yea right don't make me laugh,kmckinleyy,Yes,9,"""""""what im going to do is get some bitchess to kick the living shit out of your ugly fake wanna be bitch made ass""""""",Yes,4,Kick the living shit out of your ugly fake wanna be bitch made ass,Yes,10,kick the living shit out of your ugly fake wanna be bitch made ass., yea right don't make me laugh
92,moonbeemashlee,Q: who are you?<br>A: yo momma,who are you?, yo momma,leahmarlene,Yes,5,"""""""yo momma""""""",Yes,1,yo momma,No,0,, yo momma
93,moonbeemashlee,Q: who the fuck are you even?<br>A: a person :),who the fuck are you even?, a person :),SelmaCampara,Yes,1,who the fuck are you even?,No,0,,Yes,6,who the fuck are you, a person :)
94,moonbeemashlee,Q: why are you still alive?<br>A: idk D; you tell me,why are you still alive?, idk D; you tell me,None,Yes,5,still alive,Yes,8,"""""""Why are you still alive?""""""",Yes,6,why are you still alive, idk D; you tell me
95,moonbeemashlee,Q: why are you stupid<br>A: WHY ARE YOU STUPID?,why are you stupid, WHY ARE YOU STUPID?,None,Yes,2,"""""""Stupid""""""",No,0,why are you stupid A: WHY ARE YOU STUPID?,Yes,1,stupid, WHY ARE YOU STUPID?
